x	xend	y	yend	key	showSelected1
18.5	20.5	11.4241252322636	11.4241252322636	1.1 18.5	1.1
20.5	24.5	13.3045062624852	13.3045062624852	1.1 20.5	1.1
24.5	26.5	13.7744722301274	13.7744722301274	1.1 24.5	1.1
26.5	40.5	14.0139505528941	14.0139505528941	1.1 26.5	1.1
40.5	41.5	9.5730137440189	9.5730137440189	1.1 40.5	1.1
41.5	43.5	9.3884217145998	9.3884217145998	1.1 41.5	1.1
43.5	60.5	8.02802666472998	8.02802666472998	1.1 43.5	1.1
0.5	18.5	10.2110748023705	10.2110748023705	1.125 0.5	1.125
18.5	20.5	11.4241252322636	11.4241252322636	1.125 18.5	1.125
20.5	24.5	13.3045062624852	13.3045062624852	1.125 20.5	1.125
24.5	26.5	13.7744722301274	13.7744722301274	1.125 24.5	1.125
26.5	40.5	13.9073848095095	13.9073848095095	1.125 26.5	1.125
40.5	41.5	9.5730137440189	9.5730137440189	1.125 40.5	1.125
41.5	43.5	9.3884217145998	9.3884217145998	1.125 41.5	1.125
43.5	60.5	8.07190667671184	8.07190667671184	1.125 43.5	1.125
0.5	18.5	10.2549726426258	10.2549726426258	1.15 0.5	1.15
18.5	20.5	11.4241252322636	11.4241252322636	1.15 18.5	1.15
20.5	24.5	13.3045062624852	13.3045062624852	1.15 20.5	1.15
24.5	26.5	13.7744722301274	13.7744722301274	1.15 24.5	1.15
26.5	40.5	13.7945046488532	13.7945046488532	1.15 26.5	1.15
40.5	41.5	9.5730137440189	9.5730137440189	1.15 40.5	1.15
41.5	43.5	9.3884217145998	9.3884217145998	1.15 41.5	1.15
43.5	60.5	8.11838674286444	8.11838674286444	1.15 43.5	1.15
0.5	18.5	10.3014715934434	10.3014715934434	1.175 0.5	1.175
18.5	20.5	11.4241252322636	11.4241252322636	1.175 18.5	1.175
20.5	24.5	13.3045062624852	13.3045062624852	1.175 20.5	1.175
24.5	40.5	13.6873779571729	13.6873779571729	1.175 24.5	1.175
40.5	41.5	9.5730137440189	9.5730137440189	1.175 40.5	1.175
41.5	43.5	9.3884217145998	9.3884217145998	1.175 41.5	1.175
43.5	60.5	8.16762092608308	8.16762092608308	1.175 43.5	1.175
0.5	18.5	10.3507257803137	10.3507257803137	1.2 0.5	1.2
18.5	20.5	11.4241252322636	11.4241252322636	1.2 18.5	1.2
20.5	24.5	13.3045062624852	13.3045062624852	1.2 20.5	1.2
24.5	40.5	13.5765560367145	13.5765560367145	1.2 24.5	1.2
40.5	41.5	9.5730137440189	9.5730137440189	1.2 40.5	1.2
41.5	43.5	9.3884217145998	9.3884217145998	1.2 41.5	1.2
43.5	60.5	8.21977241806348	8.21977241806348	1.2 43.5	1.2
0.5	18.5	10.4028984612368	10.4028984612368	1.225 0.5	1.225
18.5	20.5	11.4241252322636	11.4241252322636	1.225 18.5	1.225
20.5	24.5	13.3045062624852	13.3045062624852	1.225 20.5	1.225
24.5	40.5	13.4591675046377	13.4591675046377	1.225 24.5	1.225
40.5	41.5	9.5730137440189	9.5730137440189	1.225 40.5	1.225
41.5	43.5	9.3884217145998	9.3884217145998	1.225 41.5	1.225
43.5	60.5	8.27501408021727	8.27501408021727	1.225 43.5	1.225
0.5	18.5	10.458162567857	10.458162567857	1.25 0.5	1.25
18.5	20.5	11.4241252322636	11.4241252322636	1.25 18.5	1.25
20.5	24.5	13.3045062624852	13.3045062624852	1.25 20.5	1.25
24.5	40.5	13.3348232647423	13.3348232647423	1.25 24.5	1.25
40.5	41.5	9.5730137440189	9.5730137440189	1.25 40.5	1.25
41.5	43.5	9.3884217145998	9.3884217145998	1.25 41.5	1.25
43.5	60.5	8.33352901663866	8.33352901663866	1.25 43.5	1.25
0.5	18.5	10.516701278663	10.516701278663	1.275 0.5	1.275
18.5	20.5	11.4241252322636	11.4241252322636	1.275 18.5	1.275
20.5	40.5	13.22339018484	13.22339018484	1.275 20.5	1.275
40.5	41.5	9.5730137440189	9.5730137440189	1.275 40.5	1.275
41.5	43.5	9.3884217145998	9.3884217145998	1.275 41.5	1.275
43.5	60.5	8.39551118102153	8.39551118102153	1.275 43.5	1.275
0.5	18.5	10.5787086261514	10.5787086261514	1.3 0.5	1.3
18.5	20.5	11.4241252322636	11.4241252322636	1.3 18.5	1.3
20.5	40.5	13.1117769593609	13.1117769593609	1.3 20.5	1.3
40.5	41.5	9.5730137440189	9.5730137440189	1.3 40.5	1.3
41.5	43.5	9.3884217145998	9.3884217145998	1.3 41.5	1.3
43.5	60.5	8.46116601953863	8.46116601953863	1.3 43.5	1.3
0.5	18.5	10.6443901399668	10.6443901399668	1.325 0.5	1.325
18.5	20.5	11.4241252322636	11.4241252322636	1.325 18.5	1.325
20.5	40.5	12.9935502344931	12.9935502344931	1.325 20.5	1.325
40.5	41.5	9.5730137440189	9.5730137440189	1.325 40.5	1.325
41.5	43.5	9.3884217145998	9.3884217145998	1.325 41.5	1.325
43.5	60.5	8.53071115181379	8.53071115181379	1.325 43.5	1.325
0.5	18.5	10.7139635281511	10.7139635281511	1.35 0.5	1.35
18.5	20.5	11.4241252322636	11.4241252322636	1.35 18.5	1.35
20.5	40.5	12.8683181357614	12.8683181357614	1.35 20.5	1.35
40.5	41.5	9.5730137440189	9.5730137440189	1.35 40.5	1.35
41.5	43.5	9.3884217145998	9.3884217145998	1.35 41.5	1.35
43.5	60.5	8.6043770922442	8.6043770922442	1.35 43.5	1.35
0.5	18.5	10.7876593987585	10.7876593987585	1.375 0.5	1.375
18.5	20.5	11.4241252322636	11.4241252322636	1.375 18.5	1.375
20.5	40.5	12.7356655686681	12.7356655686681	1.375 20.5	1.375
40.5	41.5	9.5730137440189	9.5730137440189	1.375 40.5	1.375
41.5	43.5	9.3884217145998	9.3884217145998	1.375 41.5	1.375
43.5	60.5	8.68240801406379	8.68240801406379	1.375 43.5	1.375
0.5	18.5	10.8657220242296	10.8657220242296	1.4 0.5	1.4
18.5	20.5	11.4241252322636	11.4241252322636	1.4 18.5	1.4
20.5	40.5	12.5951528428202	12.5951528428202	1.4 20.5	1.4
40.5	41.5	9.5730137440189	9.5730137440189	1.4 40.5	1.4
41.5	43.5	9.3884217145998	9.3884217145998	1.4 41.5	1.4
43.5	60.5	8.76506255868022	8.76506255868022	1.4 43.5	1.4
0.5	18.5	10.9484101510569	10.9484101510569	1.425 0.5	1.425
18.5	20.5	11.4241252322636	11.4241252322636	1.425 18.5	1.425
20.5	40.5	12.446314214531	12.446314214531	1.425 20.5	1.425
40.5	41.5	9.5730137440189	9.5730137440189	1.425 40.5	1.425
41.5	43.5	9.3884217145998	9.3884217145998	1.425 41.5	1.425
43.5	60.5	8.852614692968	8.852614692968	1.425 43.5	1.425
0.5	18.5	11.0359978574267	11.0359978574267	1.45 0.5	1.45
18.5	20.5	11.4241252322636	11.4241252322636	1.45 18.5	1.45
20.5	40.5	12.2886563430653	12.2886563430653	1.45 20.5	1.45
40.5	41.5	9.5730137440189	9.5730137440189	1.45 40.5	1.45
41.5	43.5	9.3884217145998	9.3884217145998	1.45 41.5	1.45
43.5	60.5	8.94535461735956	8.94535461735956	1.45 43.5	1.45
0.5	18.5	11.1287754616787	11.1287754616787	1.475 0.5	1.475
18.5	20.5	11.4241252322636	11.4241252322636	1.475 18.5	1.475
20.5	40.5	12.1216566554118	12.1216566554118	1.475 20.5	1.475
40.5	41.5	9.5730137440189	9.5730137440189	1.475 40.5	1.475
41.5	43.5	9.3884217145998	9.3884217145998	1.475 41.5	1.475
43.5	60.5	9.04358972774397	9.04358972774397	1.475 43.5	1.475
0.5	18.5	11.2270504845956	11.2270504845956	1.5 0.5	1.5
18.5	20.5	11.4241252322636	11.4241252322636	1.5 18.5	1.5
20.5	40.5	11.9447616141614	11.9447616141614	1.5 20.5	1.5
40.5	41.5	9.5730137440189	9.5730137440189	1.5 40.5	1.5
41.5	43.5	9.3884217145998	9.3884217145998	1.5 41.5	1.5
43.5	60.5	9.14764563436187	9.14764563436187	1.5 43.5	1.5
0.5	18.5	11.3311486687122	11.3311486687122	1.525 0.5	1.525
18.5	20.5	11.4241252322636	11.4241252322636	1.525 18.5	1.525
20.5	40.5	11.7573848827515	11.7573848827515	1.525 20.5	1.525
40.5	41.5	9.5730137440189	9.5730137440189	1.525 40.5	1.525
41.5	43.5	9.3884217145998	9.3884217145998	1.525 41.5	1.525
43.5	60.5	9.25786724107357	9.25786724107357	1.525 43.5	1.525
0.5	20.5	11.439686075446	11.439686075446	1.55 0.5	1.55
20.5	40.5	11.558905381994	11.558905381994	1.55 20.5	1.55
40.5	41.5	9.5730137440189	9.5730137440189	1.55 40.5	1.55
41.5	43.5	9.3884217145998	9.3884217145998	1.55 41.5	1.55
43.5	60.5	9.37461988857797	9.37461988857797	1.55 43.5	1.55
0.5	40.5	11.4467356910829	11.4467356910829	1.575 0.5	1.575
40.5	41.5	9.5730137440189	9.5730137440189	1.575 40.5	1.575
41.5	60.5	9.48672542318484	9.48672542318484	1.575 41.5	1.575
0.5	40.5	11.3910612754202	11.3910612754202	1.6 0.5	1.6
40.5	60.5	9.60238867055181	9.60238867055181	1.6 40.5	1.6
0.5	40.5	11.3320879432325	11.3320879432325	1.625 0.5	1.625
40.5	60.5	9.72033533492723	9.72033533492723	1.625 40.5	1.625
0.5	40.5	11.2696202214266	11.2696202214266	1.65 0.5	1.65
40.5	60.5	9.84527077853914	9.84527077853914	1.65 40.5	1.65
0.5	40.5	11.2034510544003	11.2034510544003	1.675 0.5	1.675
40.5	60.5	9.97760911259173	9.97760911259173	1.675 40.5	1.675
0.5	40.5	11.1333611177358	11.1333611177358	1.7 0.5	1.7
40.5	60.5	10.1177889859207	10.1177889859207	1.7 40.5	1.7
0.5	40.5	11.0591180912265	11.0591180912265	1.725 0.5	1.725
40.5	60.5	10.2662750389393	10.2662750389393	1.725 40.5	1.725
0.5	40.5	10.9804758888281	10.9804758888281	1.75 0.5	1.75
40.5	60.5	10.4235594437361	10.4235594437361	1.75 40.5	1.75
0.5	40.5	10.8971738429815	10.8971738429815	1.775 0.5	1.775
40.5	60.5	10.5901635354294	10.5901635354294	1.775 40.5	1.775
0.5	40.5	10.8089358406035	10.8089358406035	1.8 0.5	1.8
40.5	60.5	10.7666395401853	10.7666395401853	1.8 40.5	1.8
0.5	60.5	10.7948370737974	10.7948370737974	1.825 0.5	1.825
0.5	60.5	10.7948370737974	10.7948370737974	1.85 0.5	1.85
0.5	60.5	10.7948370737974	10.7948370737974	1.875 0.5	1.875
0.5	60.5	10.7948370737974	10.7948370737974	1.9 0.5	1.9
0.5	60.5	10.7948370737974	10.7948370737974	1.925 0.5	1.925
0.5	60.5	10.7948370737974	10.7948370737974	1.95 0.5	1.95
0.5	60.5	10.7948370737974	10.7948370737974	1.975 0.5	1.975
0.5	60.5	10.7948370737974	10.7948370737974	2 0.5	2
