x	y	label	showSelected1	group
0	5	changes=7	1	-1
0	5	changes=7	1.025	-1
0	5	changes=7	1.05	-1
0	5	changes=7	1.075	-1
0	5	changes=7	1.1	-1
0	5	changes=7	1.125	-1
0	5	changes=7	1.15	-1
0	5	changes=6	1.175	-1
0	5	changes=6	1.2	-1
0	5	changes=6	1.225	-1
0	5	changes=6	1.25	-1
0	5	changes=5	1.275	-1
0	5	changes=5	1.3	-1
0	5	changes=5	1.325	-1
0	5	changes=5	1.35	-1
0	5	changes=5	1.375	-1
0	5	changes=5	1.4	-1
0	5	changes=5	1.425	-1
0	5	changes=5	1.45	-1
0	5	changes=5	1.475	-1
0	5	changes=5	1.5	-1
0	5	changes=5	1.525	-1
0	5	changes=4	1.55	-1
0	5	changes=2	1.575	-1
0	5	changes=1	1.6	-1
0	5	changes=1	1.625	-1
0	5	changes=1	1.65	-1
0	5	changes=1	1.675	-1
0	5	changes=1	1.7	-1
0	5	changes=1	1.725	-1
0	5	changes=1	1.75	-1
0	5	changes=1	1.775	-1
0	5	changes=1	1.8	-1
0	5	changes=0	1.825	-1
0	5	changes=0	1.85	-1
0	5	changes=0	1.875	-1
0	5	changes=0	1.9	-1
0	5	changes=0	1.925	-1
0	5	changes=0	1.95	-1
0	5	changes=0	1.975	-1
0	5	changes=0	2	-1
